# Tiempo: 0.000000
# k	zE	zH	Ex	Hy
38	38.0000000000	38.5000000000	0.1009652729	0.0941551515
39	39.0000000000	39.5000000000	-0.1020607807	-0.0933892502
40	40.0000000000	40.5000000000	0.1011581537	0.0943483135
41	41.0000000000	41.5000000000	-0.1015684113	-0.0921807048
42	42.0000000000	42.5000000000	0.0999625705	0.0919188197
43	43.0000000000	43.5000000000	-0.0989030016	-0.0890331682
44	44.0000000000	44.5000000000	0.0951631129	0.0854256070
45	45.0000000000	45.5000000000	-0.0917671524	-0.0827361151
46	46.0000000000	46.5000000000	0.0883458938	0.0773560451
47	47.0000000000	47.5000000000	-0.0821365889	-0.0736474367
48	48.0000000000	48.5000000000	0.0789681565	0.0684683485
49	49.0000000000	49.5000000000	-0.0734282682	-0.0639880266
50	50.0000000000	50.5000000000	0.0684160055	0.0596118596
51	51.0000000000	51.5000000000	-0.0640534185	-0.0553030977
52	52.0000000000	52.5000000000	0.0586651492	0.0518053397
53	53.0000000000	53.5000000000	-0.0550249574	-0.0469539681
54	54.0000000000	54.5000000000	0.0498374868	0.0428364539
55	55.0000000000	55.5000000000	-0.0448060530	-0.0363539299
56	56.0000000000	56.5000000000	0.0385683724	0.0306007161
57	57.0000000000	57.5000000000	-0.0317045727	-0.0245638286
58	58.0000000000	58.5000000000	0.0247479130	0.0170040047
59	59.0000000000	59.5000000000	-0.0174348760	-0.0120647094
60	60.0000000000	60.5000000000	0.0112548202	0.0045840177
61	61.0000000000	61.5000000000	-0.0033030031	0.0017768560
62	62.0000000000	62.5000000000	-0.0025262951	-0.0062765353
63	63.0000000000	63.5000000000	0.0079418776	0.0126812472
64	64.0000000000	64.5000000000	-0.0146382268	-0.0174278161
65	65.0000000000	65.5000000000	0.0194331337	0.0229063299
66	66.0000000000	66.5000000000	-0.0264796750	-0.0287232504
67	67.0000000000	67.5000000000	0.0327234918	0.0344267763
68	68.0000000000	68.5000000000	-0.0386630200	-0.0410112901
69	69.0000000000	69.5000000000	0.0460763742	0.0467105807
70	70.0000000000	70.5000000000	-0.0512171359	-0.0528215409
71	71.0000000000	71.5000000000	0.0579179193	0.0579439496
72	72.0000000000	72.5000000000	-0.0636721832	-0.0619332041
73	73.0000000000	73.5000000000	0.0674035595	0.0659311206
74	74.0000000000	74.5000000000	-0.0727535695	-0.0696770234
75	75.0000000000	75.5000000000	0.0762305250	0.0732372357
76	76.0000000000	76.5000000000	-0.0795856350	-0.0763609902
77	77.0000000000	77.5000000000	0.0842286273	0.0810555755
78	78.0000000000	78.5000000000	-0.0880295001	-0.0848289375
79	79.0000000000	79.5000000000	0.0919909028	0.0873728326
80	80.0000000000	80.5000000000	-0.0955296053	-0.0909842351
81	81.0000000000	81.5000000000	0.0982593836	0.0919229592
82	82.0000000000	82.5000000000	-0.1001412644	-0.0929437379
83	83.0000000000	83.5000000000	0.1012756901	0.0946290195
84	84.0000000000	84.5000000000	-0.1021214135	-0.0943156378
85	85.0000000000	85.5000000000	0.1023913642	0.0955488839
86	86.0000000000	86.5000000000	-0.1027408610	-0.0958505631
87	87.0000000000	87.5000000000	0.1035328752	0.0957619586
88	88.0000000000	88.5000000000	-0.1042842217	-0.0964967809
89	89.0000000000	89.5000000000	0.1037363789	0.0946049033
90	90.0000000000	90.5000000000	-0.1026540961	-0.0938569894
91	91.0000000000	91.5000000000	0.1014512084	0.0919826186
92	92.0000000000	92.5000000000	-0.0982231399	-0.0881685779
93	93.0000000000	93.5000000000	0.0954436799	0.0870459134
94	94.0000000000	94.5000000000	-0.0930769482	-0.0837265004
95	95.0000000000	95.5000000000	0.0893590144	0.0804918583
96	96.0000000000	96.5000000000	-0.0870290914	-0.0788255329
97	97.0000000000	97.5000000000	0.0841343831	0.0739838347
98	98.0000000000	98.5000000000	-0.0798843047	-0.0703965399
99	99.0000000000	99.5000000000	0.0757546370	0.0663568876
100	100.0000000000	100.5000000000	-0.0703244439	-0.0608089302
101	101.0000000000	101.5000000000	0.0650669983	0.0567222867
102	102.0000000000	102.5000000000	-0.0592094600	-0.0505034325
103	103.0000000000	103.5000000000	0.0534101910	0.0458182804
104	104.0000000000	104.5000000000	-0.0491320728	-0.0416551247
105	105.0000000000	105.5000000000	0.0431110145	0.0349090422
106	106.0000000000	106.5000000000	-0.0376229291	-0.0306524607
107	107.0000000000	107.5000000000	0.0321286147	0.0242450199
108	108.0000000000	108.5000000000	-0.0244201943	-0.0169547859
109	109.0000000000	109.5000000000	0.0180709251	0.0123798696
110	110.0000000000	110.5000000000	-0.0111686109	-0.0051689695
111	111.0000000000	111.5000000000	0.0040576435	-0.0003746884
112	112.0000000000	112.5000000000	0.0017484318	0.0053904664
113	113.0000000000	113.5000000000	-0.0078668812	-0.0123029348
114	114.0000000000	114.5000000000	0.0133021177	0.0172356992
115	115.0000000000	115.5000000000	-0.0202110343	-0.0241124710
116	116.0000000000	116.5000000000	0.0269110665	0.0301351113
117	117.0000000000	117.5000000000	-0.0330981478	-0.0354378368
118	118.0000000000	118.5000000000	0.0408333747	0.0424240774
119	119.0000000000	119.5000000000	-0.0459656509	-0.0460477523
120	120.0000000000	120.5000000000	0.0516168966	0.0512401905
121	121.0000000000	121.5000000000	-0.0573417656	-0.0564875085
122	122.0000000000	122.5000000000	0.0612237472	0.0598663656
123	123.0000000000	123.5000000000	-0.0671145907	-0.0662292115
124	124.0000000000	124.5000000000	0.0715267032	0.0706692247
125	125.0000000000	125.5000000000	-0.0767926630	-0.0747984478
126	126.0000000000	126.5000000000	0.0816945620	0.0787106971
127	127.0000000000	127.5000000000	-0.0846402453	-0.0811617104
128	128.0000000000	128.5000000000	0.0899160302	0.0845380868
129	129.0000000000	129.5000000000	-0.0912897635	-0.0856689232
130	130.0000000000	130.5000000000	0.0940397684	0.0890106119
131	131.0000000000	131.5000000000	-0.0980170073	-0.0916380305
132	132.0000000000	132.5000000000	0.0982681980	0.0926498939
133	133.0000000000	133.5000000000	-0.1021870757	-0.0960023903
134	134.0000000000	134.5000000000	0.1025736097	0.0953578296
135	135.0000000000	135.5000000000	-0.1025417032	-0.0962680074
136	136.0000000000	136.5000000000	0.1041648774	0.0964999485
137	137.0000000000	137.5000000000	-0.1026808183	-0.0951103543
138	138.0000000000	138.5000000000	0.1045567293	0.0961756326
139	139.0000000000	139.5000000000	-0.1031062888	-0.0933558299
140	140.0000000000	140.5000000000	0.1023816715	0.0937676508
141	141.0000000000	141.5000000000	-0.1017131342	-0.0917434036
142	142.0000000000	142.5000000000	0.0977428289	0.0880937738
143	143.0000000000	143.5000000000	-0.0971236030	-0.0880732494
144	144.0000000000	144.5000000000	0.0921729617	0.0827685091
145	145.0000000000	145.5000000000	-0.0898717117	-0.0817413363
146	146.0000000000	146.5000000000	0.0869347219	0.0787244389
147	147.0000000000	147.5000000000	-0.0824714123	-0.0742349558
148	148.0000000000	148.5000000000	0.0808050272	0.0715819544
149	149.0000000000	149.5000000000	-0.0741343949	-0.0647235876
150	150.0000000000	150.5000000000	0.0717066826	0.0616259294
151	151.0000000000	151.5000000000	-0.0646112162	-0.0545865568
152	152.0000000000	152.5000000000	0.0596059447	0.0513400753
153	153.0000000000	153.5000000000	-0.0564081140	-0.0467729588
154	154.0000000000	154.5000000000	0.0474591085	0.0395878278
155	155.0000000000	155.5000000000	-0.0451750873	-0.0372986371
156	156.0000000000	156.5000000000	0.0357202624	0.0278015408
157	157.0000000000	157.5000000000	-0.0304011093	-0.0251164779
158	158.0000000000	158.5000000000	0.0237420131	0.0179560795
159	159.0000000000	159.5000000000	-0.0165737871	-0.0120998865
160	160.0000000000	160.5000000000	0.0128792771	0.0078830509
161	161.0000000000	161.5000000000	-0.0033462495	0.0014042647
162	162.0000000000	162.5000000000	0.0016659959	-0.0037449292
163	163.0000000000	163.5000000000	0.0096973481	0.0147067245
164	164.0000000000	164.5000000000	-0.0129175715	-0.0170622132
165	165.0000000000	165.5000000000	0.0202634874	0.0257457999
166	166.0000000000	166.5000000000	-0.0280387434	-0.0309681106
167	167.0000000000	167.5000000000	0.0303660608	0.0344411321
168	168.0000000000	168.5000000000	-0.0416843856	-0.0435652855
169	169.0000000000	169.5000000000	0.0419977715	0.0435764366
170	170.0000000000	170.5000000000	-0.0551445173	-0.0553950759
171	171.0000000000	171.5000000000	0.0547320959	0.0530008178
172	172.0000000000	172.5000000000	-0.0652891878	-0.0637703476
173	173.0000000000	173.5000000000	0.0677849157	0.0634999571
174	174.0000000000	174.5000000000	-0.0717926982	-0.0686721120
175	175.0000000000	175.5000000000	0.0805098748	0.0745845515
176	176.0000000000	176.5000000000	-0.0775712885	-0.0737840831
177	177.0000000000	177.5000000000	0.0915706626	0.0850899366
178	178.0000000000	178.5000000000	-0.0823588927	-0.0780254190
179	179.0000000000	179.5000000000	0.0991913898	0.0940522920
180	180.0000000000	180.5000000000	-0.0872062354	-0.0817944336
181	181.0000000000	181.5000000000	0.1025741642	0.0986350824
182	182.0000000000	182.5000000000	-0.0932176829	-0.0880480854
183	183.0000000000	183.5000000000	0.1019196255	0.1000501404
184	184.0000000000	184.5000000000	-0.1008590656	-0.0958971164
185	185.0000000000	185.5000000000	0.0978077571	0.0974312263
186	186.0000000000	186.5000000000	-0.1086565584	-0.1025777023
187	187.0000000000	187.5000000000	0.0892141420	0.0900116654
188	188.0000000000	188.5000000000	-0.1170029824	-0.1110945780
189	189.0000000000	189.5000000000	0.0780772652	0.0797607710
190	190.0000000000	190.5000000000	-0.1253891044	-0.1199034282
191	191.0000000000	191.5000000000	0.0656030086	0.0671643459
192	192.0000000000	192.5000000000	-0.1322112858	-0.1254955630
193	193.0000000000	193.5000000000	0.0500390091	0.0518773931
194	194.0000000000	194.5000000000	-0.1382083908	-0.1314295426
195	195.0000000000	195.5000000000	0.0338188553	0.0349120081
196	196.0000000000	196.5000000000	-0.1421251619	-0.1361617331
197	197.0000000000	197.5000000000	0.0175929474	0.0183027437
198	198.0000000000	198.5000000000	-0.1442473401	-0.1371374398
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 296.250000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	0.0015253747	-0.0128645113
2	2.0000000000	2.5000000000	0.0029877292	0.0041203052
3	3.0000000000	3.5000000000	-0.0005118588	-0.0139037634
4	4.0000000000	4.5000000000	0.0064868638	0.0083350313
5	5.0000000000	5.5000000000	-0.0042308987	-0.0174614534
6	6.0000000000	6.5000000000	0.0109999439	0.0147639276
7	7.0000000000	7.5000000000	-0.0108806503	-0.0229592909
8	8.0000000000	8.5000000000	0.0179926794	0.0231122681
9	9.0000000000	9.5000000000	-0.0192769862	-0.0294604340
10	10.0000000000	10.5000000000	0.0260876391	0.0332662055
11	11.0000000000	11.5000000000	-0.0309531124	-0.0397680573
12	12.0000000000	12.5000000000	0.0370937646	0.0455651218
13	13.0000000000	13.5000000000	-0.0440530747	-0.0512522199
14	14.0000000000	14.5000000000	0.0497641614	0.0591566360
15	15.0000000000	15.5000000000	-0.0580923429	-0.0630769716
16	16.0000000000	16.5000000000	0.0629829493	0.0717538611
17	17.0000000000	17.5000000000	-0.0721072267	-0.0756671596
18	18.0000000000	18.5000000000	0.0760476039	0.0825314435
19	19.0000000000	19.5000000000	-0.0832496107	-0.0857991332
20	20.0000000000	20.5000000000	0.0866123763	0.0905722540
21	21.0000000000	21.5000000000	-0.0915920365	-0.0926252492
22	22.0000000000	22.5000000000	0.0946063334	0.0942102679
23	23.0000000000	23.5000000000	-0.0959906172	-0.0961794491
24	24.0000000000	24.5000000000	0.0983817227	0.0955386941
25	25.0000000000	25.5000000000	-0.0982370136	-0.0973324640
26	26.0000000000	26.5000000000	0.0997720743	0.0952801736
27	27.0000000000	27.5000000000	-0.0983618726	-0.0960508327
28	28.0000000000	28.5000000000	0.1000885896	0.0952232634
29	29.0000000000	29.5000000000	-0.0993596817	-0.0951324368
30	30.0000000000	30.5000000000	0.0997511335	0.0955707148
31	31.0000000000	31.5000000000	-0.1010638851	-0.0949739714
32	32.0000000000	32.5000000000	0.0998863578	0.0953119941
33	33.0000000000	33.5000000000	-0.1006682522	-0.0934561191
34	34.0000000000	34.5000000000	0.0995437007	0.0937198045
35	35.0000000000	35.5000000000	-0.0994757378	-0.0907484052
36	36.0000000000	36.5000000000	0.0969922475	0.0878248824
37	37.0000000000	37.5000000000	-0.0941062112	-0.0844925615
38	38.0000000000	38.5000000000	0.0903432136	0.0794694288
39	39.0000000000	39.5000000000	-0.0854798217	-0.0760602266
40	40.0000000000	40.5000000000	0.0822101310	0.0700270132
41	41.0000000000	41.5000000000	-0.0762655143	-0.0657622405
42	42.0000000000	42.5000000000	0.0726251174	0.0609179311
43	43.0000000000	43.5000000000	-0.0677388048	-0.0558403405
44	44.0000000000	44.5000000000	0.0623462235	0.0522266360
45	45.0000000000	45.5000000000	-0.0592306090	-0.0474749661
46	46.0000000000	46.5000000000	0.0538469158	0.0430439951
47	47.0000000000	47.5000000000	-0.0493316046	-0.0372406238
48	48.0000000000	48.5000000000	0.0440620990	0.0322890681
49	49.0000000000	49.5000000000	-0.0380694467	-0.0253391041
50	50.0000000000	50.5000000000	0.0311501394	0.0177894446
51	51.0000000000	51.5000000000	-0.0238390709	-0.0124882861
52	52.0000000000	52.5000000000	0.0175499307	0.0047851883
53	53.0000000000	53.5000000000	-0.0098154398	0.0010152729
54	54.0000000000	54.5000000000	0.0040534478	-0.0068158575
55	55.0000000000	55.5000000000	0.0021148930	0.0135313190
56	56.0000000000	56.5000000000	-0.0085195352	-0.0180814312
57	57.0000000000	57.5000000000	0.0133465460	0.0239118148
58	58.0000000000	58.5000000000	-0.0200360639	-0.0290129293
59	59.0000000000	59.5000000000	0.0254622571	0.0346505142
60	60.0000000000	60.5000000000	-0.0320075296	-0.0414558887
61	61.0000000000	61.5000000000	0.0391123684	0.0472180829
62	62.0000000000	62.5000000000	-0.0443382015	-0.0534042015
63	63.0000000000	63.5000000000	0.0516606774	0.0587576980
64	64.0000000000	64.5000000000	-0.0572123738	-0.0636345206
65	65.0000000000	65.5000000000	0.0617176319	0.0677081905
66	66.0000000000	66.5000000000	-0.0673165364	-0.0713648492
67	67.0000000000	67.5000000000	0.0709579848	0.0751766990
68	68.0000000000	68.5000000000	-0.0748101574	-0.0779374897
69	69.0000000000	69.5000000000	0.0788776893	0.0821393232
70	70.0000000000	70.5000000000	-0.0826630954	-0.0857941317
71	71.0000000000	71.5000000000	0.0868030714	0.0888407817
72	72.0000000000	72.5000000000	-0.0908518628	-0.0926895532
73	73.0000000000	73.5000000000	0.0946495306	0.0938760848
74	74.0000000000	74.5000000000	-0.0967687164	-0.0953869450
75	75.0000000000	75.5000000000	0.0982733034	0.0966802315
76	76.0000000000	76.5000000000	-0.0994242263	-0.0965117087
77	77.0000000000	77.5000000000	0.1002274427	0.0979825141
78	78.0000000000	78.5000000000	-0.1012723114	-0.0973980060
79	79.0000000000	79.5000000000	0.1013476764	0.0970199753
80	80.0000000000	80.5000000000	-0.1022843327	-0.0980890049
81	81.0000000000	81.5000000000	0.1027368683	0.0963738506
82	82.0000000000	82.5000000000	-0.1018280070	-0.0957818143
83	83.0000000000	83.5000000000	0.1017487085	0.0944614473
84	84.0000000000	84.5000000000	-0.0992825728	-0.0907333590
85	85.0000000000	85.5000000000	0.0963510560	0.0887212390
86	86.0000000000	86.5000000000	-0.0945526013	-0.0855331479
87	87.0000000000	87.5000000000	0.0910420599	0.0821334895
88	88.0000000000	88.5000000000	-0.0889081242	-0.0794646436
89	89.0000000000	89.5000000000	0.0862250163	0.0751665293
90	90.0000000000	90.5000000000	-0.0820252551	-0.0721296522
91	91.0000000000	91.5000000000	0.0790618721	0.0680915796
92	92.0000000000	92.5000000000	-0.0739319023	-0.0625017528
93	93.0000000000	93.5000000000	0.0690352452	0.0583287507
94	94.0000000000	94.5000000000	-0.0646529208	-0.0521147961
95	95.0000000000	95.5000000000	0.0580012967	0.0461175732
96	96.0000000000	96.5000000000	-0.0534358322	-0.0418247251
97	97.0000000000	97.5000000000	0.0482267710	0.0356647053
98	98.0000000000	98.5000000000	-0.0420185954	-0.0306436598
99	99.0000000000	99.5000000000	0.0377839555	0.0254796522
100	100.0000000000	100.5000000000	-0.0306991282	-0.0183686837
101	101.0000000000	101.5000000000	0.0237250642	0.0125961024
102	102.0000000000	102.5000000000	-0.0180232748	-0.0059635817
103	103.0000000000	103.5000000000	0.0105887289	-0.0006568554
104	104.0000000000	104.5000000000	-0.0050719830	0.0062778055
105	105.0000000000	105.5000000000	-0.0012680519	-0.0130455227
106	106.0000000000	106.5000000000	0.0081003197	0.0179977533
107	107.0000000000	107.5000000000	-0.0131985792	-0.0236001501
108	108.0000000000	108.5000000000	0.0206291990	0.0304759345
109	109.0000000000	109.5000000000	-0.0267327915	-0.0352675852
110	110.0000000000	110.5000000000	0.0326212971	0.0422340967
111	111.0000000000	111.5000000000	-0.0403315457	-0.0483878253
112	112.0000000000	112.5000000000	0.0449326963	0.0521459273
113	113.0000000000	113.5000000000	-0.0504556565	-0.0581268859
114	114.0000000000	114.5000000000	0.0560625722	0.0622502826
115	115.0000000000	115.5000000000	-0.0599859337	-0.0665538645
116	116.0000000000	116.5000000000	0.0664079872	0.0720303541
117	117.0000000000	117.5000000000	-0.0714153171	-0.0751124845
118	118.0000000000	118.5000000000	0.0760168414	0.0798700954
119	119.0000000000	119.5000000000	-0.0808473677	-0.0831465216
120	120.0000000000	120.5000000000	0.0834800607	0.0854622196
121	121.0000000000	121.5000000000	-0.0873089406	-0.0895322952
122	122.0000000000	122.5000000000	0.0898671310	0.0904719130
123	123.0000000000	123.5000000000	-0.0924678812	-0.0931538127
124	124.0000000000	124.5000000000	0.0959718852	0.0957521572
125	125.0000000000	125.5000000000	-0.0973572360	-0.0958300179
126	126.0000000000	126.5000000000	0.1004538179	0.0985341861
127	127.0000000000	127.5000000000	-0.1019863877	-0.0980329553
128	128.0000000000	128.5000000000	0.1018662509	0.0971173738
129	129.0000000000	129.5000000000	-0.1025078525	-0.0978942794
130	130.0000000000	130.5000000000	0.1013808606	0.0964388219
131	131.0000000000	131.5000000000	-0.1018137641	-0.0969091776
132	132.0000000000	132.5000000000	0.1010903453	0.0956983724
133	133.0000000000	133.5000000000	-0.1004196437	-0.0938382633
134	134.0000000000	134.5000000000	0.1001616753	0.0920567531
135	135.0000000000	135.5000000000	-0.0964359213	-0.0879124537
136	136.0000000000	136.5000000000	0.0954909911	0.0860340784
137	137.0000000000	137.5000000000	-0.0921341379	-0.0820568604
138	138.0000000000	138.5000000000	0.0880867009	0.0787238725
139	139.0000000000	139.5000000000	-0.0870020013	-0.0762831685
140	140.0000000000	140.5000000000	0.0814233270	0.0710498674
141	141.0000000000	141.5000000000	-0.0783002860	-0.0684075911
142	142.0000000000	142.5000000000	0.0739004302	0.0627461475
143	143.0000000000	143.5000000000	-0.0681105454	-0.0575696455
144	144.0000000000	144.5000000000	0.0647488756	0.0529247607
145	145.0000000000	145.5000000000	-0.0580821439	-0.0460228621
146	146.0000000000	146.5000000000	0.0546799740	0.0428486972
147	147.0000000000	147.5000000000	-0.0487361037	-0.0355318582
148	148.0000000000	148.5000000000	0.0424651031	0.0302655257
149	149.0000000000	149.5000000000	-0.0379266605	-0.0249818989
150	150.0000000000	150.5000000000	0.0290193557	0.0163617540
151	151.0000000000	151.5000000000	-0.0242836866	-0.0132391747
152	152.0000000000	152.5000000000	0.0169198252	0.0059273388
153	153.0000000000	153.5000000000	-0.0109691843	-0.0006030531
154	154.0000000000	154.5000000000	0.0054497243	-0.0049653127
155	155.0000000000	155.5000000000	0.0022348948	0.0124144133
156	156.0000000000	156.5000000000	-0.0059348562	-0.0174923819
157	157.0000000000	157.5000000000	0.0155062900	0.0263443495
158	158.0000000000	158.5000000000	-0.0197796236	-0.0297204900
159	159.0000000000	159.5000000000	0.0263162635	0.0371900336
160	160.0000000000	160.5000000000	-0.0338147857	-0.0422736249
161	161.0000000000	161.5000000000	0.0366002606	0.0458959037
162	162.0000000000	162.5000000000	-0.0460634036	-0.0545827765
163	163.0000000000	163.5000000000	0.0496135849	0.0562337825
164	164.0000000000	164.5000000000	-0.0578060698	-0.0638568401
165	165.0000000000	165.5000000000	0.0621199733	0.0660327601
166	166.0000000000	166.5000000000	-0.0665253129	-0.0706728958
167	167.0000000000	167.5000000000	0.0724206068	0.0756476186
168	168.0000000000	168.5000000000	-0.0733065559	-0.0773264855
169	169.0000000000	169.5000000000	0.0823676082	0.0850597450
170	170.0000000000	170.5000000000	-0.0812559949	-0.0839621935
171	171.0000000000	171.5000000000	0.0884745872	0.0914076573
172	172.0000000000	172.5000000000	-0.0897643357	-0.0906419413
173	173.0000000000	173.5000000000	0.0914244333	0.0939904645
174	174.0000000000	174.5000000000	-0.0965468398	-0.0966082395
175	175.0000000000	175.5000000000	0.0948206464	0.0949540738
176	176.0000000000	176.5000000000	-0.1025983722	-0.1007331027
177	177.0000000000	177.5000000000	0.0976687222	0.0948103047
178	178.0000000000	178.5000000000	-0.1060484961	-0.1017503494
179	179.0000000000	179.5000000000	0.1004900443	0.0942759558
180	180.0000000000	180.5000000000	-0.1041181168	-0.0983950731
181	181.0000000000	181.5000000000	0.1035373394	0.0946208350
182	182.0000000000	182.5000000000	-0.1004303547	-0.0931882571
183	183.0000000000	183.5000000000	0.1053733696	0.0948886889
184	184.0000000000	184.5000000000	-0.0949181518	-0.0865266682
185	185.0000000000	185.5000000000	0.1038751730	0.0936111707
186	186.0000000000	186.5000000000	-0.0875904764	-0.0785717405
187	187.0000000000	187.5000000000	0.0991849604	0.0899693870
188	188.0000000000	188.5000000000	-0.0817310275	-0.0724013929
189	189.0000000000	189.5000000000	0.0905383267	0.0829397547
190	190.0000000000	190.5000000000	-0.0773452923	-0.0680276527
191	191.0000000000	191.5000000000	0.0774930298	0.0721192836
192	192.0000000000	192.5000000000	-0.0734953126	-0.0638259019
193	193.0000000000	193.5000000000	0.0613928122	0.0576192477
194	194.0000000000	194.5000000000	-0.0713070993	-0.0618047975
195	195.0000000000	195.5000000000	0.0423803057	0.0401232084
196	196.0000000000	196.5000000000	-0.0708310013	-0.0614138245
197	197.0000000000	197.5000000000	0.0216813192	0.0207086658
198	198.0000000000	198.5000000000	-0.0697438230	-0.0601420368
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 300.000000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	-0.0308281611	-0.0431618580
2	2.0000000000	2.5000000000	0.0129601891	0.0178259412
3	3.0000000000	3.5000000000	-0.0351980524	-0.0471702283
4	4.0000000000	4.5000000000	0.0266560075	0.0351573525
5	5.0000000000	5.5000000000	-0.0440597313	-0.0552412937
6	6.0000000000	6.5000000000	0.0408022695	0.0526115251
7	7.0000000000	7.5000000000	-0.0554610044	-0.0657848399
8	8.0000000000	8.5000000000	0.0549694982	0.0680166143
9	9.0000000000	9.5000000000	-0.0671649794	-0.0766431343
10	10.0000000000	10.5000000000	0.0690884273	0.0815464442
11	11.0000000000	11.5000000000	-0.0786832234	-0.0872325132
12	12.0000000000	12.5000000000	0.0805461895	0.0909256195
13	13.0000000000	13.5000000000	-0.0871608423	-0.0950553393
14	14.0000000000	14.5000000000	0.0890534130	0.0965866380
15	15.0000000000	15.5000000000	-0.0918458778	-0.0992502137
16	16.0000000000	16.5000000000	0.0944772586	0.0989476394
17	17.0000000000	17.5000000000	-0.0945231279	-0.1007925154
18	18.0000000000	18.5000000000	0.0961525612	0.0987603728
19	19.0000000000	19.5000000000	-0.0952018930	-0.1002178405
20	20.0000000000	20.5000000000	0.0962851279	0.0987652896
21	21.0000000000	21.5000000000	-0.0953279439	-0.0990621353
22	22.0000000000	22.5000000000	0.0964407608	0.0988471153
23	23.0000000000	23.5000000000	-0.0969145457	-0.0981961548
24	24.0000000000	24.5000000000	0.0965745384	0.0990345981
25	25.0000000000	25.5000000000	-0.0978927498	-0.0973094041
26	26.0000000000	26.5000000000	0.0960357495	0.0972975824
27	27.0000000000	27.5000000000	-0.0965889626	-0.0949428115
28	28.0000000000	28.5000000000	0.0949028940	0.0929628792
29	29.0000000000	29.5000000000	-0.0928167138	-0.0893697722
30	30.0000000000	30.5000000000	0.0899752690	0.0849860027
31	31.0000000000	31.5000000000	-0.0856663077	-0.0810399118
32	32.0000000000	32.5000000000	0.0815771794	0.0747140649
33	33.0000000000	33.5000000000	-0.0762351484	-0.0711388193
34	34.0000000000	34.5000000000	0.0731472096	0.0655507897
35	35.0000000000	35.5000000000	-0.0675877578	-0.0603506511
36	36.0000000000	36.5000000000	0.0633027010	0.0562840483
37	37.0000000000	37.5000000000	-0.0599709919	-0.0508427014
38	38.0000000000	38.5000000000	0.0542998411	0.0467409932
39	39.0000000000	39.5000000000	-0.0507235592	-0.0413778167
40	40.0000000000	40.5000000000	0.0455422957	0.0362611673
41	41.0000000000	41.5000000000	-0.0403179716	-0.0296154072
42	42.0000000000	42.5000000000	0.0344908663	0.0226731918
43	43.0000000000	43.5000000000	-0.0275361363	-0.0159881966
44	44.0000000000	44.5000000000	0.0210072644	0.0080347485
45	45.0000000000	45.5000000000	-0.0134257792	-0.0024762463
46	46.0000000000	46.5000000000	0.0075810513	-0.0044755691
47	47.0000000000	47.5000000000	-0.0013427838	0.0107677693
48	48.0000000000	48.5000000000	-0.0044347760	-0.0159280174
49	49.0000000000	49.5000000000	0.0098730713	0.0228086379
50	50.0000000000	50.5000000000	-0.0161931062	-0.0273268153
51	51.0000000000	51.5000000000	0.0205610136	0.0330458002
52	52.0000000000	52.5000000000	-0.0271329280	-0.0397885846
53	53.0000000000	53.5000000000	0.0336517649	0.0455365913
54	54.0000000000	54.5000000000	-0.0391678580	-0.0522250581
55	55.0000000000	55.5000000000	0.0464463726	0.0581080153
56	56.0000000000	56.5000000000	-0.0515425300	-0.0636615485
57	57.0000000000	57.5000000000	0.0568824002	0.0681477673
58	58.0000000000	58.5000000000	-0.0622075353	-0.0723614359
59	59.0000000000	59.5000000000	0.0660319636	0.0764577846
60	60.0000000000	60.5000000000	-0.0705510324	-0.0791578393
61	61.0000000000	61.5000000000	0.0736769616	0.0831885837
62	62.0000000000	62.5000000000	-0.0772047511	-0.0869478454
63	63.0000000000	63.5000000000	0.0816428558	0.0904865691
64	64.0000000000	64.5000000000	-0.0853130530	-0.0940612971
65	65.0000000000	65.5000000000	0.0890615766	0.0961036356
66	66.0000000000	66.5000000000	-0.0921519837	-0.0989314495
67	67.0000000000	67.5000000000	0.0944764386	0.0997911793
68	68.0000000000	68.5000000000	-0.0954058986	-0.0998689924
69	69.0000000000	69.5000000000	0.0963608308	0.1014691157
70	70.0000000000	70.5000000000	-0.0975143731	-0.1006037631
71	71.0000000000	71.5000000000	0.0973134630	0.1008459623
72	72.0000000000	72.5000000000	-0.0985507291	-0.1016591501
73	73.0000000000	73.5000000000	0.0991140638	0.0999595126
74	74.0000000000	74.5000000000	-0.0983673764	-0.0997330811
75	75.0000000000	75.5000000000	0.0988337775	0.0985885719
76	76.0000000000	76.5000000000	-0.0971276932	-0.0959620752
77	77.0000000000	77.5000000000	0.0949103773	0.0938316553
78	78.0000000000	78.5000000000	-0.0929981104	-0.0900264574
79	79.0000000000	79.5000000000	0.0896286041	0.0866738528
80	80.0000000000	80.5000000000	-0.0876082593	-0.0835718770
81	81.0000000000	81.5000000000	0.0845635093	0.0796359550
82	82.0000000000	82.5000000000	-0.0811156586	-0.0767563943
83	83.0000000000	83.5000000000	0.0788635302	0.0725632191
84	84.0000000000	84.5000000000	-0.0739050912	-0.0675010201
85	85.0000000000	85.5000000000	0.0697706334	0.0630601143
