# Tiempo: 0.000000
# k	zE	zH	Ex	Hy
3	3.0000000000	3.5000000000	-0.0074152445	0.0077501999
4	4.0000000000	4.5000000000	-0.0014095538	0.0012888926
5	5.0000000000	5.5000000000	-0.0071794851	0.0075037909
6	6.0000000000	6.5000000000	-0.0020864996	0.0019078902
7	7.0000000000	7.5000000000	-0.0068305008	0.0071390426
8	8.0000000000	8.5000000000	-0.0027305401	0.0024967993
9	9.0000000000	9.5000000000	-0.0063737955	0.0066617074
10	10.0000000000	10.5000000000	-0.0033315183	-0.0157846268
11	11.0000000000	11.5000000000	0.0130143876	0.0217041756
12	12.0000000000	12.5000000000	-0.0195048191	-0.0275380680
13	13.0000000000	13.5000000000	0.0259182741	0.0332632802
14	14.0000000000	14.5000000000	-0.0322294414	-0.0388572174
15	15.0000000000	15.5000000000	0.0384134139	0.0442978029
16	16.0000000000	16.5000000000	-0.0444457861	-0.0495635653
17	17.0000000000	17.5000000000	0.0503027512	0.0546337229
18	18.0000000000	18.5000000000	-0.0559611942	-0.0594882661
19	19.0000000000	19.5000000000	0.0613987841	0.0641080363
20	20.0000000000	20.5000000000	-0.0665940609	-0.0684748015
21	21.0000000000	21.5000000000	0.0715265214	0.0725713278
22	22.0000000000	22.5000000000	-0.0761766995	-0.0763814483
23	23.0000000000	23.5000000000	0.0805262428	0.0798901261
24	24.0000000000	24.5000000000	-0.0845579859	-0.0830835140
25	25.0000000000	25.5000000000	0.0882560173	0.0859490093
26	26.0000000000	26.5000000000	-0.0916057425	-0.0884753031
27	27.0000000000	27.5000000000	0.0945939416	0.0906524253
28	28.0000000000	28.5000000000	-0.0972088217	-0.0924717839
29	29.0000000000	29.5000000000	0.0994400630	0.0939261985
30	30.0000000000	30.5000000000	-0.1012788598	-0.0950099293
31	31.0000000000	31.5000000000	0.1027179552	0.0957186994
32	32.0000000000	32.5000000000	-0.1037516697	-0.0960497114
33	33.0000000000	33.5000000000	0.1043759238	0.0960016592
34	34.0000000000	34.5000000000	-0.1045882539	-0.0955747322
35	35.0000000000	35.5000000000	0.1043878218	0.0947706154
36	36.0000000000	36.5000000000	-0.1037754188	-0.0935924824
37	37.0000000000	37.5000000000	0.1027534615	0.0920449825
38	38.0000000000	38.5000000000	-0.1013259833	-0.0901342232
39	39.0000000000	39.5000000000	0.0994986177	0.0878677452
40	40.0000000000	40.5000000000	-0.0972785766	-0.0852544934
41	41.0000000000	41.5000000000	0.0946746213	0.0823047811
42	42.0000000000	42.5000000000	-0.0916970286	-0.0790302494
43	43.0000000000	43.5000000000	0.0883575495	0.0754438214
44	44.0000000000	44.5000000000	-0.0846693636	-0.0715596511
45	45.0000000000	45.5000000000	0.0806470264	0.0673930676
46	46.0000000000	46.5000000000	-0.0763064123	-0.0629605144
47	47.0000000000	47.5000000000	0.0716646516	0.0582794849
48	48.0000000000	48.5000000000	-0.0667400632	-0.0533684528
49	49.0000000000	49.5000000000	0.0615520823	0.0482467998
50	50.0000000000	50.5000000000	-0.0561211835	-0.0429347388
51	51.0000000000	51.5000000000	0.0504688000	0.0374532339
52	52.0000000000	52.5000000000	-0.0446172391	-0.0318239183
53	53.0000000000	53.5000000000	0.0385895945	0.0260690081
54	54.0000000000	54.5000000000	-0.0324096543	-0.0202112156
55	55.0000000000	55.5000000000	0.0261018080	0.0142736585
56	56.0000000000	56.5000000000	-0.0196909499	-0.0082797699
57	57.0000000000	57.5000000000	0.0132023805	0.0022532048
58	58.0000000000	58.5000000000	-0.0066617074	0.0037822526
59	59.0000000000	59.5000000000	0.0000947435	-0.0098027833
60	60.0000000000	60.5000000000	0.0064725942	0.0157846268
61	61.0000000000	61.5000000000	-0.0130143876	-0.0217041756
62	62.0000000000	62.5000000000	0.0195048191	0.0275380680
63	63.0000000000	63.5000000000	-0.0259182741	-0.0332632802
64	64.0000000000	64.5000000000	0.0322294414	0.0388572174
65	65.0000000000	65.5000000000	-0.0384134139	-0.0442978029
66	66.0000000000	66.5000000000	0.0444457861	0.0495635653
67	67.0000000000	67.5000000000	-0.0503027512	-0.0546337229
68	68.0000000000	68.5000000000	0.0559611942	0.0594882661
69	69.0000000000	69.5000000000	-0.0613987841	-0.0641080363
70	70.0000000000	70.5000000000	0.0665940609	0.0684748015
71	71.0000000000	71.5000000000	-0.0715265214	-0.0725713278
72	72.0000000000	72.5000000000	0.0761766995	0.0763814483
73	73.0000000000	73.5000000000	-0.0805262428	-0.0798901261
74	74.0000000000	74.5000000000	0.0845579859	0.0830835140
75	75.0000000000	75.5000000000	-0.0882560173	-0.0859490093
76	76.0000000000	76.5000000000	0.0916057425	0.0884753031
77	77.0000000000	77.5000000000	-0.0945939416	-0.0906524253
78	78.0000000000	78.5000000000	0.0972088217	0.0924717839
79	79.0000000000	79.5000000000	-0.0994400630	-0.0939261985
80	80.0000000000	80.5000000000	0.1012788598	0.0950099293
81	81.0000000000	81.5000000000	-0.1027179552	-0.0957186994
82	82.0000000000	82.5000000000	0.1037516697	0.0960497114
83	83.0000000000	83.5000000000	-0.1043759238	-0.0960016592
84	84.0000000000	84.5000000000	0.1045882539	0.0955747322
85	85.0000000000	85.5000000000	-0.1043878218	-0.0947706154
86	86.0000000000	86.5000000000	0.1037754188	0.0935924824
87	87.0000000000	87.5000000000	-0.1027534615	-0.0920449825
88	88.0000000000	88.5000000000	0.1013259833	0.0901342232
89	89.0000000000	89.5000000000	-0.0994986177	-0.0878677452
90	90.0000000000	90.5000000000	0.0972785766	0.0852544934
91	91.0000000000	91.5000000000	-0.0946746213	-0.0823047811
92	92.0000000000	92.5000000000	0.0916970286	0.0790302494
93	93.0000000000	93.5000000000	-0.0883575495	-0.0754438214
94	94.0000000000	94.5000000000	0.0846693636	0.0715596511
95	95.0000000000	95.5000000000	-0.0806470264	-0.0673930676
96	96.0000000000	96.5000000000	0.0763064123	0.0629605144
97	97.0000000000	97.5000000000	-0.0716646516	-0.0582794849
98	98.0000000000	98.5000000000	0.0667400632	0.0533684528
99	99.0000000000	99.5000000000	-0.0615520823	-0.0482467998
100	100.0000000000	100.5000000000	0.0561211835	0.0429347388
101	101.0000000000	101.5000000000	-0.0504688000	-0.0374532339
102	102.0000000000	102.5000000000	0.0446172391	0.0318239183
103	103.0000000000	103.5000000000	-0.0385895945	-0.0260690081
104	104.0000000000	104.5000000000	0.0324096543	0.0202112156
105	105.0000000000	105.5000000000	-0.0261018080	-0.0142736585
106	106.0000000000	106.5000000000	0.0196909499	0.0082797699
107	107.0000000000	107.5000000000	-0.0132023805	-0.0022532048
108	108.0000000000	108.5000000000	0.0066617074	-0.0037822526
109	109.0000000000	109.5000000000	-0.0000947435	0.0098027833
110	110.0000000000	110.5000000000	-0.0064725942	-0.0157846268
111	111.0000000000	111.5000000000	0.0130143876	0.0217041756
112	112.0000000000	112.5000000000	-0.0195048191	-0.0275380680
113	113.0000000000	113.5000000000	0.0259182741	0.0332632802
114	114.0000000000	114.5000000000	-0.0322294414	-0.0388572174
115	115.0000000000	115.5000000000	0.0384134139	0.0442978029
116	116.0000000000	116.5000000000	-0.0444457861	-0.0495635653
117	117.0000000000	117.5000000000	0.0503027512	0.0546337229
118	118.0000000000	118.5000000000	-0.0559611942	-0.0594882661
119	119.0000000000	119.5000000000	0.0613987841	0.0641080363
120	120.0000000000	120.5000000000	-0.0665940609	-0.0684748015
121	121.0000000000	121.5000000000	0.0715265214	0.0725713278
122	122.0000000000	122.5000000000	-0.0761766995	-0.0763814483
123	123.0000000000	123.5000000000	0.0805262428	0.0798901261
124	124.0000000000	124.5000000000	-0.0845579859	-0.0830835140
125	125.0000000000	125.5000000000	0.0882560173	0.0859490093
126	126.0000000000	126.5000000000	-0.0916057425	-0.0884753031
127	127.0000000000	127.5000000000	0.0945939416	0.0906524253
128	128.0000000000	128.5000000000	-0.0972088217	-0.0924717839
129	129.0000000000	129.5000000000	0.0994400630	0.0939261985
130	130.0000000000	130.5000000000	-0.1012788598	-0.0950099293
131	131.0000000000	131.5000000000	0.1027179552	0.0957186994
132	132.0000000000	132.5000000000	-0.1037516697	-0.0960497114
133	133.0000000000	133.5000000000	0.1043759238	0.0960016592
134	134.0000000000	134.5000000000	-0.1045882539	-0.0955747322
135	135.0000000000	135.5000000000	0.1043878218	0.0947706154
136	136.0000000000	136.5000000000	-0.1037754188	-0.0935924824
137	137.0000000000	137.5000000000	0.1027534615	0.0920449825
138	138.0000000000	138.5000000000	-0.1013259833	-0.0901342232
139	139.0000000000	139.5000000000	0.0994986177	0.0878677452
140	140.0000000000	140.5000000000	-0.0972785766	-0.0852544934
141	141.0000000000	141.5000000000	0.0946746213	0.0823047811
142	142.0000000000	142.5000000000	-0.0916970286	-0.0790302494
143	143.0000000000	143.5000000000	0.0883575495	0.0754438214
144	144.0000000000	144.5000000000	-0.0846693636	-0.0715596511
145	145.0000000000	145.5000000000	0.0806470264	0.0673930676
146	146.0000000000	146.5000000000	-0.0763064123	-0.0629605144
147	147.0000000000	147.5000000000	0.0716646516	0.0582794849
148	148.0000000000	148.5000000000	-0.0667400632	-0.0533684528
149	149.0000000000	149.5000000000	0.0615520823	0.0482467998
150	150.0000000000	150.5000000000	-0.0561211835	-0.0429347388
151	151.0000000000	151.5000000000	0.0504688000	0.0374532339
152	152.0000000000	152.5000000000	-0.0446172391	-0.0318239183
153	153.0000000000	153.5000000000	0.0385895945	0.0260690081
154	154.0000000000	154.5000000000	-0.0324096543	-0.0202112156
155	155.0000000000	155.5000000000	0.0261018080	0.0142736585
156	156.0000000000	156.5000000000	-0.0196909499	-0.0082797699
157	157.0000000000	157.5000000000	0.0132023805	0.0022532048
158	158.0000000000	158.5000000000	-0.0066617074	0.0037822526
159	159.0000000000	159.5000000000	0.0000947435	-0.0098027833
160	160.0000000000	160.5000000000	0.0064725942	0.0157846268
161	161.0000000000	161.5000000000	-0.0130143876	-0.0217041756
162	162.0000000000	162.5000000000	0.0195048191	0.0275380680
163	163.0000000000	163.5000000000	-0.0259182741	-0.0332632802
164	164.0000000000	164.5000000000	0.0322294414	0.0388572174
165	165.0000000000	165.5000000000	-0.0384134139	-0.0442978029
166	166.0000000000	166.5000000000	0.0444457861	0.0495635653
167	167.0000000000	167.5000000000	-0.0503027512	-0.0546337229
168	168.0000000000	168.5000000000	0.0559611942	0.0594882661
169	169.0000000000	169.5000000000	-0.0613987841	-0.0641080363
170	170.0000000000	170.5000000000	0.0665940609	0.0684748015
171	171.0000000000	171.5000000000	-0.0715265214	-0.0725713278
172	172.0000000000	172.5000000000	0.0761766995	0.0763814483
173	173.0000000000	173.5000000000	-0.0805262428	-0.0798901261
174	174.0000000000	174.5000000000	0.0845579859	0.0830835140
175	175.0000000000	175.5000000000	-0.0882560173	-0.0859490093
176	176.0000000000	176.5000000000	0.0916057425	0.0884753031
177	177.0000000000	177.5000000000	-0.0945939416	-0.0906524253
178	178.0000000000	178.5000000000	0.0972088217	0.0924717839
179	179.0000000000	179.5000000000	-0.0994400630	-0.0939261985
180	180.0000000000	180.5000000000	0.1012788598	0.0950099293
181	181.0000000000	181.5000000000	-0.1027179552	-0.0957186994
182	182.0000000000	182.5000000000	0.1037516697	0.0960497114
183	183.0000000000	183.5000000000	-0.1043759238	-0.0960016592
184	184.0000000000	184.5000000000	0.1045882539	0.0955747322
185	185.0000000000	185.5000000000	-0.1043878218	-0.0947706154
186	186.0000000000	186.5000000000	0.1037754188	0.0935924824
187	187.0000000000	187.5000000000	-0.1027534615	-0.0920449825
188	188.0000000000	188.5000000000	0.1013259833	0.0901342232
189	189.0000000000	189.5000000000	-0.0963575418	-0.0878677452
190	190.0000000000	190.5000000000	0.0972785766	0.0883955693
191	191.0000000000	191.5000000000	-0.0789754415	-0.0823047811
192	192.0000000000	192.5000000000	0.1042489358	0.0947294292
193	193.0000000000	193.5000000000	-0.0603478513	-0.0628919142
194	194.0000000000	194.5000000000	0.1095752270	0.0995693494
195	195.0000000000	195.5000000000	-0.0407685394	-0.0424872042
196	196.0000000000	196.5000000000	0.1131734515	0.1028390015
197	197.0000000000	197.5000000000	-0.0205462833	-0.0214124456
198	198.0000000000	198.5000000000	0.1149868630	0.1044868211
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 100.000000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	0.0094108313	0.0250356940
2	2.0000000000	2.5000000000	-0.0156434465	-0.0311416243
3	3.0000000000	3.5000000000	0.0218143241	0.0371246528
4	4.0000000000	4.5000000000	-0.0278991106	-0.0429611673
5	5.0000000000	5.5000000000	0.0338737920	0.0486281337
6	6.0000000000	6.5000000000	-0.0397147891	-0.0541031871
7	7.0000000000	7.5000000000	0.0453990500	0.0593647199
8	8.0000000000	8.5000000000	-0.0509041416	-0.0643919673
9	9.0000000000	9.5000000000	0.0562083378	0.0691650890
10	10.0000000000	10.5000000000	-0.0612907054	-0.0736652477
11	11.0000000000	11.5000000000	0.0661311865	0.0778746833
12	12.0000000000	12.5000000000	-0.0707106781	-0.0817767832
13	13.0000000000	13.5000000000	0.0750111070	0.0853561474
14	14.0000000000	14.5000000000	-0.0790155012	-0.0885986499
15	15.0000000000	15.5000000000	0.0827080574	0.0914914940
16	16.0000000000	16.5000000000	-0.0860742027	-0.0940232630
17	17.0000000000	17.5000000000	0.0891006524	0.0961839651
18	18.0000000000	18.5000000000	-0.0917754626	-0.0979650731
19	19.0000000000	19.5000000000	0.0940880769	0.0993595576
20	20.0000000000	20.5000000000	-0.0960293686	-0.1003619154
21	21.0000000000	21.5000000000	0.0975916762	0.1009681906
22	22.0000000000	22.5000000000	-0.0987688341	-0.1011759904
23	23.0000000000	23.5000000000	0.0995561965	0.1009844948
24	24.0000000000	24.5000000000	-0.0999506560	-0.1003944596
25	25.0000000000	25.5000000000	0.0999506560	0.0994082133
26	26.0000000000	26.5000000000	-0.0995561965	-0.0980296482
27	27.0000000000	27.5000000000	0.0987688341	0.0962642048
28	28.0000000000	28.5000000000	-0.0975916762	-0.0941188506
29	29.0000000000	29.5000000000	0.0960293686	0.0916020523
30	30.0000000000	30.5000000000	-0.0940880769	-0.0887237426
31	31.0000000000	31.5000000000	0.0917754626	0.0854952808
32	32.0000000000	32.5000000000	-0.0891006524	-0.0819294081
33	33.0000000000	33.5000000000	0.0860742027	0.0780401976
34	34.0000000000	34.5000000000	-0.0827080574	-0.0738429980
35	35.0000000000	35.5000000000	0.0790155012	0.0693543738
36	36.0000000000	36.5000000000	-0.0750111070	-0.0645920396
37	37.0000000000	37.5000000000	0.0707106781	0.0595747902
38	38.0000000000	38.5000000000	-0.0661311865	-0.0543224262
39	39.0000000000	39.5000000000	0.0612907054	0.0488556765
40	40.0000000000	40.5000000000	-0.0562083378	-0.0431961157
41	41.0000000000	41.5000000000	0.0509041416	0.0373660796
42	42.0000000000	42.5000000000	-0.0453990500	-0.0313885766
43	43.0000000000	43.5000000000	0.0397147891	0.0252871973
44	44.0000000000	44.5000000000	-0.0338737920	-0.0190860210
45	45.0000000000	45.5000000000	0.0278991106	0.0128095208
46	46.0000000000	46.5000000000	-0.0218143241	-0.0064824674
47	47.0000000000	47.5000000000	0.0156434465	0.0001298305
48	48.0000000000	48.5000000000	-0.0094108313	0.0062233186
49	49.0000000000	49.5000000000	0.0031410759	-0.0125519072
50	50.0000000000	50.5000000000	0.0031410759	0.0188309592
51	51.0000000000	51.5000000000	-0.0094108313	-0.0250356940
52	52.0000000000	52.5000000000	0.0156434465	0.0311416243
53	53.0000000000	53.5000000000	-0.0218143241	-0.0371246528
54	54.0000000000	54.5000000000	0.0278991106	0.0429611673
55	55.0000000000	55.5000000000	-0.0338737920	-0.0486281337
56	56.0000000000	56.5000000000	0.0397147891	0.0541031871
57	57.0000000000	57.5000000000	-0.0453990500	-0.0593647199
58	58.0000000000	58.5000000000	0.0509041416	0.0643919673
59	59.0000000000	59.5000000000	-0.0562083378	-0.0691650890
60	60.0000000000	60.5000000000	0.0612907054	0.0736652477
61	61.0000000000	61.5000000000	-0.0661311865	-0.0778746833
62	62.0000000000	62.5000000000	0.0707106781	0.0817767832
63	63.0000000000	63.5000000000	-0.0750111070	-0.0853561474
64	64.0000000000	64.5000000000	0.0790155012	0.0885986499
65	65.0000000000	65.5000000000	-0.0827080574	-0.0914914940
66	66.0000000000	66.5000000000	0.0860742027	0.0940232630
67	67.0000000000	67.5000000000	-0.0891006524	-0.0961839651
68	68.0000000000	68.5000000000	0.0917754626	0.0979650731
69	69.0000000000	69.5000000000	-0.0940880769	-0.0993595576
70	70.0000000000	70.5000000000	0.0960293686	0.1003619154
71	71.0000000000	71.5000000000	-0.0975916762	-0.1009681906
72	72.0000000000	72.5000000000	0.0987688341	0.1011759904
73	73.0000000000	73.5000000000	-0.0995561965	-0.1009844948
74	74.0000000000	74.5000000000	0.0999506560	0.1003944596
75	75.0000000000	75.5000000000	-0.0999506560	-0.0994082133
76	76.0000000000	76.5000000000	0.0995561965	0.0980296482
77	77.0000000000	77.5000000000	-0.0987688341	-0.0962642048
78	78.0000000000	78.5000000000	0.0975916762	0.0941188506
79	79.0000000000	79.5000000000	-0.0960293686	-0.0916020523
80	80.0000000000	80.5000000000	0.0940880769	0.0887237426
81	81.0000000000	81.5000000000	-0.0917754626	-0.0854952808
82	82.0000000000	82.5000000000	0.0891006524	0.0819294081
83	83.0000000000	83.5000000000	-0.0860742027	-0.0780401976
84	84.0000000000	84.5000000000	0.0827080574	0.0738429980
85	85.0000000000	85.5000000000	-0.0790155012	-0.0693543738
86	86.0000000000	86.5000000000	0.0750111070	0.0645920396
87	87.0000000000	87.5000000000	-0.0707106781	-0.0595747902
88	88.0000000000	88.5000000000	0.0661311865	0.0543224262
89	89.0000000000	89.5000000000	-0.0612907054	-0.0488556765
90	90.0000000000	90.5000000000	0.0562083378	0.0431961157
91	91.0000000000	91.5000000000	-0.0509041416	-0.0373660796
92	92.0000000000	92.5000000000	0.0453990500	0.0313885766
93	93.0000000000	93.5000000000	-0.0397147891	-0.0252871973
94	94.0000000000	94.5000000000	0.0338737920	0.0190860210
95	95.0000000000	95.5000000000	-0.0278991106	-0.0128095208
96	96.0000000000	96.5000000000	0.0218143241	0.0064824674
97	97.0000000000	97.5000000000	-0.0156434465	-0.0001298305
98	98.0000000000	98.5000000000	0.0094108313	-0.0062233186
99	99.0000000000	99.5000000000	-0.0031410759	0.0125519072
100	100.0000000000	100.5000000000	-0.0031410759	-0.0188309592
101	101.0000000000	101.5000000000	0.0094108313	0.0250356940
102	102.0000000000	102.5000000000	-0.0156434465	-0.0311416243
103	103.0000000000	103.5000000000	0.0218143241	0.0371246528
104	104.0000000000	104.5000000000	-0.0278991106	-0.0429611673
105	105.0000000000	105.5000000000	0.0338737920	0.0486281337
106	106.0000000000	106.5000000000	-0.0397147891	-0.0541031871
107	107.0000000000	107.5000000000	0.0453990500	0.0593647199
108	108.0000000000	108.5000000000	-0.0509041416	-0.0643919673
109	109.0000000000	109.5000000000	0.0562083378	0.0691650890
110	110.0000000000	110.5000000000	-0.0612907054	-0.0736652477
111	111.0000000000	111.5000000000	0.0661311865	0.0778746833
112	112.0000000000	112.5000000000	-0.0707106781	-0.0817767832
113	113.0000000000	113.5000000000	0.0750111070	0.0853561474
114	114.0000000000	114.5000000000	-0.0790155012	-0.0885986499
115	115.0000000000	115.5000000000	0.0827080574	0.0914914940
116	116.0000000000	116.5000000000	-0.0860742027	-0.0940232630
117	117.0000000000	117.5000000000	0.0891006524	0.0961839651
118	118.0000000000	118.5000000000	-0.0917754626	-0.0979650731
119	119.0000000000	119.5000000000	0.0940880769	0.0993595576
120	120.0000000000	120.5000000000	-0.0960293686	-0.1003619154
121	121.0000000000	121.5000000000	0.0975916762	0.1009681906
122	122.0000000000	122.5000000000	-0.0987688341	-0.1011759904
123	123.0000000000	123.5000000000	0.0995561965	0.1009844948
124	124.0000000000	124.5000000000	-0.0999506560	-0.1003944596
125	125.0000000000	125.5000000000	0.0999506560	0.0994082133
126	126.0000000000	126.5000000000	-0.0995561965	-0.0980296482
127	127.0000000000	127.5000000000	0.0987688341	0.0962642048
128	128.0000000000	128.5000000000	-0.0975916762	-0.0941188506
129	129.0000000000	129.5000000000	0.0960293686	0.0916020523
130	130.0000000000	130.5000000000	-0.0940880769	-0.0887237426
131	131.0000000000	131.5000000000	0.0917754626	0.0854952808
132	132.0000000000	132.5000000000	-0.0891006524	-0.0819294081
133	133.0000000000	133.5000000000	0.0860742027	0.0780401976
134	134.0000000000	134.5000000000	-0.0827080574	-0.0738429980
135	135.0000000000	135.5000000000	0.0790155012	0.0693543738
136	136.0000000000	136.5000000000	-0.0750111070	-0.0645920396
137	137.0000000000	137.5000000000	0.0707106781	0.0595747902
138	138.0000000000	138.5000000000	-0.0661311865	-0.0543224262
139	139.0000000000	139.5000000000	0.0612907054	0.0488556765
140	140.0000000000	140.5000000000	-0.0562083378	-0.0431961157
141	141.0000000000	141.5000000000	0.0509041416	0.0373660796
142	142.0000000000	142.5000000000	-0.0453990500	-0.0313885766
143	143.0000000000	143.5000000000	0.0397147891	0.0252871973
144	144.0000000000	144.5000000000	-0.0338737920	-0.0190860210
145	145.0000000000	145.5000000000	0.0278991106	0.0128095208
146	146.0000000000	146.5000000000	-0.0218143241	-0.0064824674
147	147.0000000000	147.5000000000	0.0156434465	0.0001298305
148	148.0000000000	148.5000000000	-0.0094108313	0.0062233186
149	149.0000000000	149.5000000000	0.0031410759	-0.0125519072
150	150.0000000000	150.5000000000	0.0031410759	0.0188309592
151	151.0000000000	151.5000000000	-0.0094108313	-0.0250356940
152	152.0000000000	152.5000000000	0.0156434465	0.0311416243
153	153.0000000000	153.5000000000	-0.0218143241	-0.0371246528
154	154.0000000000	154.5000000000	0.0278991106	0.0429611673
155	155.0000000000	155.5000000000	-0.0338737920	-0.0486281337
156	156.0000000000	156.5000000000	0.0397147891	0.0541031871
157	157.0000000000	157.5000000000	-0.0453990500	-0.0593647199
158	158.0000000000	158.5000000000	0.0509041416	0.0643919673
159	159.0000000000	159.5000000000	-0.0562083378	-0.0691650890
160	160.0000000000	160.5000000000	0.0612907054	0.0736652477
161	161.0000000000	161.5000000000	-0.0661311865	-0.0778746833
162	162.0000000000	162.5000000000	0.0707106781	0.0817767832
163	163.0000000000	163.5000000000	-0.0750111070	-0.0853561474
164	164.0000000000	164.5000000000	0.0790155012	0.0885986499
165	165.0000000000	165.5000000000	-0.0827080574	-0.0914914940
166	166.0000000000	166.5000000000	0.0860742027	0.0940232630
167	167.0000000000	167.5000000000	-0.0891006524	-0.0961839651
168	168.0000000000	168.5000000000	0.0917754626	0.0979650731
169	169.0000000000	169.5000000000	-0.0940880769	-0.0993595576
170	170.0000000000	170.5000000000	0.0960293686	0.1003619154
171	171.0000000000	171.5000000000	-0.0975916762	-0.1009681906
172	172.0000000000	172.5000000000	0.0987688341	0.1011759904
173	173.0000000000	173.5000000000	-0.0995561965	-0.1009844948
174	174.0000000000	174.5000000000	0.0999506560	0.1003944596
175	175.0000000000	175.5000000000	-0.0999506560	-0.0994082133
176	176.0000000000	176.5000000000	0.0995561965	0.0980296482
177	177.0000000000	177.5000000000	-0.0987688341	-0.0962642048
178	178.0000000000	178.5000000000	0.0975916762	0.0941188506
179	179.0000000000	179.5000000000	-0.0960293686	-0.0916020523
180	180.0000000000	180.5000000000	0.0940880769	0.0887237426
181	181.0000000000	181.5000000000	-0.0917754626	-0.0854952808
182	182.0000000000	182.5000000000	0.0891006524	0.0819294081
183	183.0000000000	183.5000000000	-0.0860742027	-0.0780401976
184	184.0000000000	184.5000000000	0.0827080574	0.0738429980
185	185.0000000000	185.5000000000	-0.0790155012	-0.0693543738
186	186.0000000000	186.5000000000	0.0750111070	0.0645920396
187	187.0000000000	187.5000000000	-0.0707106781	-0.0595747902
188	188.0000000000	188.5000000000	0.0661311865	0.0543224262
189	189.0000000000	189.5000000000	-0.0612907054	-0.0488556765
190	190.0000000000	190.5000000000	0.0562083378	0.0431961157
191	191.0000000000	191.5000000000	-0.0509041416	-0.0373660796
192	192.0000000000	192.5000000000	0.0453990500	0.0313885766
193	193.0000000000	193.5000000000	-0.0397147891	-0.0252871973
194	194.0000000000	194.5000000000	0.0338737920	0.0190860210
195	195.0000000000	195.5000000000	-0.0278991106	-0.0128095208
196	196.0000000000	196.5000000000	0.0218143241	0.0064824674
197	197.0000000000	197.5000000000	-0.0156434465	-0.0001298305
198	198.0000000000	198.5000000000	0.0094108313	-0.0062233186
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 105.000000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	0.1298735855	0.1391653887
2	2.0000000000	2.5000000000	-0.0190961581	-0.0180343842
3	3.0000000000	3.5000000000	0.1278254015	0.1369706674
4	4.0000000000	4.5000000000	-0.0378911584	-0.0357843554
5	5.0000000000	5.5000000000	0.1237613345	0.1326158368
6	6.0000000000	6.5000000000	-0.0560885925	-0.0529699859
7	7.0000000000	7.5000000000	0.1177454774	0.1261695753
8	8.0000000000	8.5000000000	-0.0734014760	-0.0693202481
9	9.0000000000	9.5000000000	0.1098727037	0.1177335442
10	10.0000000000	10.5000000000	-0.0926978503	-0.0845772886
11	11.0000000000	11.5000000000	0.0939881199	0.1042997089
12	12.0000000000	12.5000000000	-0.0949074614	-0.1047795467
13	13.0000000000	13.5000000000	0.0954522465	0.1048458675
14	14.0000000000	14.5000000000	-0.0956203252	-0.1044984095
15	15.0000000000	15.5000000000	0.0954110342	0.1037385441
16	16.0000000000	16.5000000000	-0.0948251994	-0.1025692700
17	17.0000000000	17.5000000000	0.0938651329	0.1009952019
18	18.0000000000	18.5000000000	-0.0925346235	-0.0990225518
19	19.0000000000	19.5000000000	0.0908389223	0.0966591050
20	20.0000000000	20.5000000000	-0.0887847214	-0.0939141889
21	21.0000000000	21.5000000000	0.0863801277	0.0907986363
22	22.0000000000	22.5000000000	-0.0836346311	-0.0873247430
23	23.0000000000	23.5000000000	0.0805590668	0.0835062189
24	24.0000000000	24.5000000000	-0.0771655727	-0.0793581338
25	25.0000000000	25.5000000000	0.0734675414	0.0748968585
26	26.0000000000	26.5000000000	-0.0694795672	-0.0701399995
27	27.0000000000	27.5000000000	0.0652173889	0.0651063299
28	28.0000000000	28.5000000000	-0.0606978274	-0.0598157154
29	29.0000000000	29.5000000000	0.0559387193	0.0542890356
30	30.0000000000	30.5000000000	-0.0509588466	-0.0485481018
31	31.0000000000	31.5000000000	0.0457778626	0.0426155708
32	32.0000000000	32.5000000000	-0.0404162143	-0.0365148556
33	33.0000000000	33.5000000000	0.0348950617	0.0302700330
34	34.0000000000	34.5000000000	-0.0292361942	-0.0239057484
35	35.0000000000	35.5000000000	0.0234619448	0.0174471187
36	36.0000000000	36.5000000000	-0.0175951018	-0.0109196331
37	37.0000000000	37.5000000000	0.0116588191	0.0043490528
38	38.0000000000	38.5000000000	-0.0056765242	0.0022386912
39	39.0000000000	39.5000000000	-0.0003281732	-0.0088176001
40	40.0000000000	40.5000000000	0.0063315756	0.0153617100
41	41.0000000000	41.5000000000	-0.0123099901	-0.0218451943
42	42.0000000000	42.5000000000	0.0182398226	0.0282424655
43	43.0000000000	43.5000000000	-0.0240976710	-0.0345282767
44	44.0000000000	44.5000000000	0.0298604168	0.0406778205
45	45.0000000000	45.5000000000	-0.0355053172	-0.0466668275
46	46.0000000000	46.5000000000	0.0410100944	0.0524716619
47	47.0000000000	47.5000000000	-0.0463530234	-0.0580694146
48	48.0000000000	48.5000000000	0.0515130182	0.0634379939
49	49.0000000000	49.5000000000	-0.0564697147	-0.0685562124
50	50.0000000000	50.5000000000	0.0612035510	0.0734038708
